Country,region,1970/3,1970/6,1970/9,1970/12,1971/3,1971/6,1971/9,1971/12,1972/3,1972/6,1972/9,1972/12,1973/3,1973/6,1973/9,1973/12,1974/3,1974/6,1974/9,1974/12,1975/3,1975/6,1975/9,1975/12,1976/3,1976/6,1976/9,1976/12,1977/3,1977/6,1977/9,1977/12,1978/3,1978/6,1978/9,1978/12,1979/3,1979/6,1979/9,1979/12,1980/3,1980/6,1980/9,1980/12,1981/3,1981/6,1981/9,1981/12,1982/3,1982/6,1982/9,1982/12,1983/3,1983/6,1983/9,1983/12,1984/3,1984/6,1984/9,1984/12,1985/3,1985/6,1985/9,1985/12,1986/3,1986/6,1986/9,1986/12,1987/3,1987/6,1987/9,1987/12,1988/3,1988/6,1988/9,1988/12,1989/3,1989/6,1989/9,1989/12,1990/3,1990/6,1990/9,1990/12,1991/3,1991/6,1991/9,1991/12,1992/3,1992/6,1992/9,1992/12,1993/3,1993/6,1993/9,1993/12,1994/3,1994/6,1994/9,1994/12,1995/3,1995/6,1995/9,1995/12,1996/3,1996/6,1996/9,1996/12,1997/3,1997/6,1997/9,1997/12,1998/3,1998/6,1998/9,1998/12,1999/3,1999/6,1999/9,1999/12,2000/3,2000/6,2000/9,2000/12,2001/3,2001/6,2001/9,2001/12,2002/3,2002/6,2002/9,2002/12,2003/3,2003/6,2003/9,2003/12,2004/3,2004/6,2004/9,2004/12,2005/3,2005/6,2005/9,2005/12,2006/3,2006/6,2006/9,2006/12,2007/3,2007/6,2007/9,2007/12,2008/3,2008/6,2008/9,2008/12,2009/3,2009/6,2009/9,2009/12,2010/3,2010/6,2010/9,2010/12,2011/3,2011/6,2011/9,2011/12,2012/3,2012/6,2012/9,2012/12,2013/3,2013/6,2013/9,2013/12,2014/3,2014/6,2014/9,2014/12,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12
Latvia,Northern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.96,1.04,1.45,4.67,7.92,12.47,19.15,21.61,22.36,22.76,25.65,29.07,30.79,32.08,33.62,36.64,38.93,39.76,41.59,44.55,45.88,46.56,47.57,48.98,49.76,50.34,51.07,52,52.63,52.31,52.5,53.32,53.56,53.39,54.13,55.06,55.2,54.72,55.1,55.68,56.5,56.51,56.87,57.52,57.61,57.06,57.75,58.61,59.28,59.04,59.77,61.15,62.71,63.39,64.1,65.22,66.8,67.49,68.8,69.78,71.04,71.92,73.13,75.11,77.15,79.34,83.11,87.43,90.8,91.84,93.1,95.48,95.11,93.31,92.11,91.9,93.07,93.18,93.78,95.55,97.5,97.41,97.73,98.83,99.74,99.11,99.28,99.2,99.63,99.02,98.99,99.59,100.3,99.85,99.57,99.58,101.08,99.71,99.63,99.13,100.38,99.94,101.11,102.29,103.48,102.82,103.7,104.33,105.92,105.79,106.71,107.36,109.39,108.82,109.07,109.44,108.92,108.82,108.4,109.31,111.46,112.95,116.14,119.39,129.74,137.51,141.08,142.84,144.84,144.41,142.8
Liberia,Sub-Saharan Africa,15.45,15.1,14.88,14.98,14.93,14.58,14.57,14.45,14.6,14.45,14.65,14.68,15.31,15.15,16.09,16.5,16.77,16.98,16.9,17.09,17.48,18.9,18.68,18.86,19.1,19.43,19.44,19.99,20.75,20.26,20.76,21.1,25.78,26.2,26.91,28.33,29.53,23.35,24.43,23.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,91.31,87.54,88.63,83.37,80.86,79.81,81.03,80.73,79.27,77.61,80.35,80.7,78.29,77.01,74.96,78.8,79.01,80.16,81.24,80.6,80.42,80.34,82.52,82.92,84.56,87.2,89.43,92.7,93.98,95.75,97.33,98.08,96.34,96.28,98.41,99.08,99.57,99.89,101.46,102.09,110.18,121.57,128.23,122.03,120.68,123.52,123.85,124.64,125.08,126.9,126.23,125.33,125.62,129.53,134.6,134.67,136.62,142.31,155.07,166.69,170.94,185.3,192.75,206.48,221.63,228.23,244.01,252.08,254.22,262.71,249.92,247.78,252.56,248.12,248.44,249.92,254.76,252.96,253.69,255.86,258.18,261.48,264.81,268.33,271.7,272.67,274.56,276.72,278.23,278.48,
Libya,Northern Africa,15.45,15.1,14.88,14.98,14.93,14.58,14.57,14.45,14.6,14.45,14.65,14.68,15.31,15.15,16.09,16.5,16.77,16.98,16.9,17.09,17.48,18.9,18.68,18.86,19.1,19.43,19.44,19.99,20.75,20.26,20.76,21.1,25.78,26.2,26.91,28.33,29.53,23.35,24.43,23.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,91.31,87.54,88.63,83.37,80.86,79.81,81.03,80.73,79.27,77.61,80.35,80.7,78.29,77.01,74.96,78.8,79.01,80.16,81.24,80.6,80.42,80.34,82.52,82.92,84.56,87.2,89.43,92.7,93.98,95.75,97.33,98.08,96.34,96.28,98.41,99.08,99.57,99.89,101.46,102.09,110.18,121.57,128.23,122.03,120.68,123.52,123.85,124.64,125.08,126.9,126.23,125.33,125.62,129.53,134.6,134.67,136.62,142.31,155.07,166.69,170.94,185.3,192.75,206.48,221.63,228.23,244.01,252.08,254.22,262.71,249.92,247.78,252.56,248.12,248.44,249.92,254.76,252.96,253.69,255.86,258.18,261.48,264.81,268.33,271.7,272.67,274.56,276.72,278.23,278.48,
Lithuania,Northern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.3,0.35,0.55,1.59,2.35,3.98,7.6,11.98,19.37,21.97,25.95,29.79,32.78,35.41,38.58,43.61,46.05,48.41,52.61,57.33,59.6,59.94,60.78,63.37,64.13,65.15,66.11,67.49,68.32,68.01,68.05,68.73,68.63,68.3,68.19,69.3,69.2,68.91,69.12,69.34,70.17,70.24,70.57,71.13,70.49,69.65,69.84,69.94,69.98,69.01,68.99,69.09,70.31,70.67,71.07,71.27,71.97,72.22,73.16,73.63,74.54,75.05,76.2,76.81,78.15,79.46,82.17,84.98,87.58,88.78,89.85,92.34,92.16,91.25,91.07,92.09,92.78,92.92,93.88,95.09,97.19,97.11,97.61,98.48,99.85,100.2,100.45,100.57,101.12,100.62,100.84,100.74,101.21,100.75,100.86,99.17,100.52,99.82,100.49,100.14,101.27,100.53,101.68,102.95,104.82,104.91,105.97,106.43,107.56,107.38,108.57,108.72,110.42,110.06,110.78,111.44,111.28,111.18,111.37,112.36,114.88,117.2,121.67,128.22,136.61,143.81,149.32,151.86,152.58,152.08,152.3
Luxembourg,Western Europe,19.88,20.12,20.26,20.4,20.73,21.03,21.18,21.48,21.73,21.96,22.42,22.73,23.02,23.53,23.65,24.04,24.83,25.59,26.08,26.72,27.48,28.26,28.85,29.7,30.48,31.15,31.65,32.21,32.94,33.45,33.67,33.83,34.07,34.42,34.61,34.94,35.39,35.77,36.27,36.88,37.51,38.12,38.52,39.26,40.21,41.1,41.91,42.58,43.72,44.62,45.91,47.06,47.98,48.44,49.73,50.87,51.71,52.27,52.57,53.15,53.68,54.53,54.78,55.3,55.05,54.72,54.53,54.63,54.75,54.56,54.64,54.86,55.11,55.24,55.64,55.96,56.58,57.13,57.59,58.14,58.61,58.79,59.17,60.32,60.53,60.63,61.27,61.85,62.29,62.8,63.2,63.7,64.58,65.02,65.48,65.96,66.2,66.4,66.87,67.29,67.72,67.85,67.97,68.2,68.4,68.67,68.8,69.1,69.34,69.41,69.79,70.18,70.23,70.23,70.45,70.49,70.16,71.1,71.08,71.93,72.2,73.12,73.45,74.46,74.28,75.32,75.47,75.98,75.93,76.76,76.95,77.65,77.81,78.27,78.41,79.1,79.34,80.11,80.16,80.96,81.09,81.99,82.35,83.12,83.48,84.51,84.57,84.74,85.26,86.21,86.21,87.42,88.07,89.59,89.91,89.27,88.66,89.5,89.78,90.22,90.4,91.48,91.89,92.52,93.56,94.79,94.81,95.64,96.24,97.2,97.33,98.11,98.29,98.96,98.98,99.39,99.34,99.84,99.61,99.31,99.34,100.37,100.17,100.12,99.58,100.39,100.33,100.85,101.31,102.11,102.22,102.46,102.41,103.42,103.95,104.56,104.5,105.5,105.6,105.97,106.06,106.05,106.38,106.54,107.39,108.46,109.01,110.91,113.21,116.11,116.43,117.62,118.01,120.17,121.1,121.42
Madagascar,Sub-Saharan Africa,0.68,0.68,0.67,0.68,0.69,0.71,0.71,0.74,0.76,0.75,0.74,0.77,0.79,0.78,0.79,0.83,0.91,0.98,0.99,1.03,1.06,1.05,1.05,1.06,1.09,1.1,1.11,1.13,1.15,1.13,1.12,1.17,1.19,1.2,1.2,1.28,1.32,1.34,1.43,1.46,1.53,1.56,1.66,1.81,1.94,2.14,2.17,2.31,2.53,2.7,2.96,3.1,3.26,3.36,3.38,3.45,3.61,3.6,3.71,3.88,4,3.98,4.08,4.3,4.64,4.5,4.73,4.85,4.95,4.99,5.34,6.25,6.69,6.78,6.82,7.03,7.21,7.2,7.52,7.86,8.17,8.18,8.33,8.61,8.81,8.83,9.02,9.49,10.15,9.92,10.43,10.9,11.28,11.07,11.22,11.97,13.97,14.04,16.11,19.16,20.76,22.38,24.71,26.47,27.83,28.36,27.97,28.81,29.58,29.04,29.09,30.31,31.07,31.11,31.08,32.09,33.04,33.7,34.08,35.39,37.07,37.28,37.55,39.1,41.11,40.12,40.29,41.43,44.09,50.33,47.9,47.51,47.74,46.61,45.74,46.51,47.96,51.17,54.93,58.58,61.71,60.59,63.37,66.02,67.53,68,70.13,73.12,76.04,76.12,76.16,79.15,82.07,82.2,84.44,87.34,90.33,90.33,91.13,94.36,97.57,98.66,100.25,103.52,108.96,108.65,109.16,111.16,113.99,115.45,115.82,117.69,120.38,121.48,122.88,125.19,127.67,129.05,130.43,132.57,136.48,138.85,140.33,142.54,145.91,146.9,148.58,150.5,155.83,159.77,161.45,165.79,170.87,173.24,175.61,178.37,181.87,183.55,185.18,186.66,189.12,191.34,192.77,194.99,198.67,202.37,204.92,206.93,210.98,215.51,226.86,225.87,,,,
Malawi,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.47,0.48,0.5,0.54,0.52,0.52,0.54,0.55,0.56,0.58,0.62,0.64,0.62,0.66,0.71,0.74,0.79,0.81,0.82,0.84,0.86,0.88,0.91,0.93,1,1.01,1.03,1.08,1.18,1.32,1.4,1.55,1.62,1.73,1.77,1.87,1.88,1.9,1.84,2.06,2.04,2.13,2.16,2.3,2.35,2.35,2.44,2.61,2.75,3.04,3.28,3.47,3.47,3.53,3.87,4.27,4.44,4.6,5.99,7.42,8.21,8.97,10.8,12.33,12.7,11.85,11.83,13.21,13.57,12.91,13.47,15.71,16.29,16.69,20.28,24.54,24.91,23.85,26.58,31.88,31.03,30.6,35.91,39.59,38.67,38.68,41.87,46.06,44.74,44.48,46.95,50.89,48.82,48.47,51.5,56.09,54.36,53.91,58.15,64.13,62.81,62.29,67.56,75.01,72.69,70.31,74.66,81.87,78.5,75.39,80.18,88.39,84.93,82.23,87.93,97,92.4,88.62,94.39,104.89,99.64,94.98,100.49,112.15,106.65,102.19,109.5,124.33,124.28,127.96,145.49,165.84,163.8,158.75,176.11,207.04,201.56,196.12,217.87,247.81,241.55,241.4,271.72,304.62,293.88,295.6,326.03,355.48,331.38,323.07,351.04,386.1,370.17,377.12,396.61,419.5,403.43,412.32,438.13,464.07,439.35,443.48,470.82,504.57,479.06,481.9,521.79,570.4,572.05,603.93,657.35,721.71,734.61,774.39,865.05
Malaysia,South-eastern Asia,23.34,23.24,23.34,23.5,23.86,23.54,23.54,24,24.3,24.34,24.53,24.83,25.35,26.3,27.63,29.08,30.78,31.45,32.07,32.82,33.37,33,33.19,33.27,33.78,33.85,34.21,34.49,35.26,35.25,35.92,36.42,36.79,37.11,37.85,38.05,38.13,38.47,39.07,39.6,40.54,40.8,41.77,42.53,44.14,45.09,46.07,46.39,47.33,47.8,48.37,48.78,49.36,49.59,49.99,50.45,51.84,51.68,51.97,51.68,51.69,51.86,52.33,52.01,52.31,52.15,52.29,52.67,52.67,52.84,52.94,52.81,53.2,53.45,54.2,54.55,54.98,55.14,55.47,55.86,56.3,56.76,56.66,57.53,58.4,59.29,59.48,59.98,60.92,61.98,62.57,62.99,63.57,64.12,64.5,64.65,66.16,66.28,66.85,67.54,68.34,68.72,69.19,69.79,70.63,71.23,71.68,72.12,72.88,72.99,73.33,74.08,76.02,77.17,77.48,78.06,79.04,79.22,79.29,79.66,80.31,80.34,80.45,80.98,81.55,81.6,81.55,81.95,82.73,83.18,83.24,83.4,83.8,83.93,84.07,84.36,84.58,84.9,85.3,86.16,86.62,87.36,88.17,88.94,89.87,90.96,91.31,91.63,92.24,92.3,92.95,93.65,94.61,96.78,100.76,99.18,98.13,98.04,98.45,99,99.38,99.55,100.22,100.85,102.15,102.88,103.58,104.08,104.48,104.65,104.98,105.45,106.05,106.52,107.25,108.58,109.72,110.01,110.48,111.65,110.45,112.38,113.78,114.55,114.25,114.55,115.31,116.48,119.15,119.08,119.65,120.55,121.15,120.51,120.08,120.91,120.78,121.28,121.68,122.11,121.88,118.18,120.01,120.25,122.48,123.11,122.58,124.05,125.21,126.61,128.11,128.91,129.71,130.18,130.64,
Maldives,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,23.83,25.38,25.2,27.34,26.28,28.01,27.22,29.89,28.1,28.36,33.07,31.22,31.13,32.73,32.06,33.89,33.8,33.19,35.37,33.54,34.98,34.91,37.79,38.77,41.84,40.53,40.86,46.5,49.39,47.41,46,57.95,60.73,54.35,54.38,58.71,58.3,56.63,61.47,63.57,60.18,62.35,61.91,64.51,65.63,66.32,67.03,71.75,68.64,70.18,72.86,71.39,68.8,69.91,69.36,71.25,74.01,70.09,72.37,68.82,75.14,71.13,69.25,68.95,72.75,71.4,73.15,75.27,74.47,74.28,74.18,73.49,73.86,74.04,73.06,71.97,72.81,71.93,72.77,72.34,72.92,73.3,74.69,74.21,75.03,75.54,76.5,77.96,78.9,81.35,83.54,86.21,90.04,92.94,91.3,92.72,93.58,94.55,95.97,96.94,99.11,102.04,101.92,103.21,110.66,113.32,117.89,121.2,121.62,124.97,125.76,126.42,126.87,128.68,130.35,130.15,130.59,131.33,131.11,130.78,132.04,132.74,132.61,132.02,131.55,132.2,135.05,136.53,137.02,136.02,136.21,137.55,134.93,136.62,135.96,135.83,136.73,136.57,137.13,136.8,131.26,135.12,135.59,135.88,134.33,135.77,135.72,136.69,138.28,139.49,139.88,142.08,142.52,142.92,
Mali,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,50.82,51.25,52.63,54.43,52.04,51.35,52.25,53.17,53.42,51.63,52.06,53.51,54.27,53.46,54.08,54.85,52.88,50.58,50.22,50.85,50.19,49.53,49.69,51.64,50.45,55.95,60.69,65.92,65.4,65.16,69.31,72.34,74.49,71.76,75.78,77.86,75.04,73.98,74.94,75.89,74.54,74.33,77.6,80.79,78.71,75.09,76.65,79.11,76.85,74.28,75.77,77.63,77.93,77.07,79.79,82.27,82.32,81.95,83.96,85.94,85.79,83.65,83.23,84.01,82.2,78.96,79.81,81.37,82.62,81.74,85.51,89.98,86.17,85.24,87,88.18,88.3,86.42,87.42,89.68,90.11,90.99,96.04,101.01,98.02,96.6,98.39,101.34,99.25,98.48,98.88,102.02,100.62,100.71,101.65,104.59,104.87,106.28,109.11,109.81,108.54,106.03,107.58,109.14,108.37,107.24,108.16,110.02,109.5,108.03,109.59,112.87,110.74,106.34,108.04,109.52,109.39,107.85,109.55,112.26,111.26,110.18,108.13,111.66,112.27,108.64,108.49,109.64,108.13,107.67,107.23,111.08,110.83,109.75,112.27,114.1,117.84,118.52,122.91,128.19,128.01,126.29,126.61,127.98,127.01
Malta,Southern Europe,24.66,24.7,24.8,25.37,25.58,25.62,25.35,25.3,25.44,25.95,26.68,27.2,27.68,28.39,28.42,28.88,29.35,30.21,30.77,31.27,32.75,33.27,33.2,33.08,33.19,33.29,33.16,33.39,35.25,36.67,37.04,37.41,37.97,38.42,38.29,38.59,39.91,40.35,40.87,43.1,46.02,47.2,47.83,49.04,52.07,52.89,53.08,53.93,55.42,55.88,56.25,56.75,56.21,55.75,55.37,54.98,55.86,55.33,54.92,55.22,55.32,55.16,54.88,55.45,55.93,56.12,56.25,56.99,56.49,56.6,56.52,56.65,56.06,56.71,58.3,57.39,57.54,57.17,57.78,57.82,58.01,58.91,59.84,60.43,60.71,60.47,60.57,61.04,60.97,61.82,61.6,62.82,63.08,63.75,64.75,65.86,66.28,66.59,67.29,67.92,69.06,69.47,68.9,70.13,70.5,71.64,71.43,72.13,72.64,73.52,73.65,74.78,75.05,75.44,75.28,75.85,76.32,76.55,77.04,78.12,78.52,78.54,78.75,79.54,79.35,80.69,81.95,82.6,83.42,83.46,83.17,83.48,83.12,83.94,83.89,85.06,85.35,86.18,86.42,87.44,87.79,88.83,88.43,90.73,90,92.2,91.62,91.83,90.84,92.03,92.79,94.56,94.21,95.51,96.92,99.34,97.98,98.79,98.28,98.98,98.61,100.08,99.89,101.42,101.13,103.03,102.8,104.89,104.11,105.27,105.29,106.98,105.42,106.97,106.8,107.42,106.42,106.8,106.82,107.9,107.14,108.26,108.15,109.1,107.62,108.95,108.98,109.88,109.37,110.43,110.29,111.28,110.34,111.44,111.68,113.03,112.29,113.55,113.48,114.49,113.59,114.38,113.94,114.8,113.94,115.76,116.27,117.59,118.7,122.67,124.53,126.19,127.09,129.56,129.81,130.77
Mauritania,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.29,21.61,21.73,22.21,22.6,23.26,23.43,24.16,25.06,24.47,24.45,24.53,24.6,24.83,25.82,27.58,28.36,29.37,28.51,28.99,29.99,30.97,30.83,31.08,31.48,31.74,31.85,33.64,34.35,37.98,36.99,37,38.57,38.18,37.91,38.98,39.97,40.1,40.98,41.49,42.15,42.62,43,43.25,44.14,44.67,45.09,45.28,45.98,46.81,48.27,48.73,50.04,50.82,50.82,51.23,51.86,52.01,52.2,52.44,53.69,54.29,55.5,55.67,55.7,55.78,55.92,56.67,58.63,60.11,60.44,60.58,60.71,61.52,63.22,65.4,68.46,71.38,73.68,75.3,76.26,75.77,77.11,79.17,80.99,82.54,83.44,85.07,86.34,88.15,90.07,91.4,93.76,92.97,92.68,92.91,94.4,96.38,97.8,99.25,100.66,102.3,103.65,104.61,106.27,108.22,109.59,110.54,111.07,112.27,113.54,114.45,116.45,117.34,117.33,117.94,120.31,122.52,123.36,121.58,123.83,124.89,122.89,123.71,126.11,128.23,126.83,127.09,128.72,129.58,130.43,131.37,132.76,133.37,133.33,133.69,135.83,137.22,137.41,137.81,138.18,139.56,140.66,141.48,144,146.53,149.5,154.03,159.71,163.98,,,,
Mauritius,Sub-Saharan Africa,3.55,3.54,3.47,3.46,3.52,3.5,3.52,3.54,3.66,3.68,3.72,3.76,3.92,4.04,4.28,4.59,5.01,5.48,5.59,5.65,6.03,6.08,6.26,6.56,6.82,7.09,7.12,7.12,7.39,7.61,7.85,7.89,8.1,8.35,8.41,8.51,8.83,9,9.51,10.85,12.72,13.14,13.9,14.48,14.9,15.18,15.69,16.31,17.01,17.25,17.36,17.54,18.11,18.2,18.27,18.46,19.01,19.41,19.81,20.19,20.64,20.75,21.06,21.23,21.29,21.34,21.39,21.17,21.44,21.47,21.21,21.37,21.74,22.35,24.25,24.98,25.18,26.09,26.6,27.27,28.5,28.89,30.3,31.63,32.16,31.42,32.15,31.95,32.26,32.76,34.04,34.54,35.5,36.56,37.54,38.06,38.75,39.47,39.94,40.32,41.16,41.7,42.3,42.87,43.29,44.12,45.6,46.02,47.22,47.52,48.17,48.34,49.46,50.52,51.58,52.73,53.57,54.22,55.12,55.49,56.21,56.41,56.72,58.23,58.87,59.24,60.58,61.15,62.74,63.34,64.16,64.99,65.42,65.92,66.66,67.24,68.13,68.64,69.86,71.1,72.26,72.61,72.96,73.62,76.57,77.34,81.06,82.46,83.62,85.58,86.81,89.44,91.8,93.8,96.65,96.82,96.26,96.9,97.9,97.54,98.59,99.34,100.23,101.84,105.33,106.19,106.72,107.85,109.82,110.29,110.76,111.62,113.51,114.35,114.46,115.86,119.25,118.48,118.19,117.01,121.21,119.66,119.62,118.52,121.5,120.51,120.77,120.91,123.24,126.59,126.15,125.45,131.39,129.6,128.05,128.51,130.6,130.44,129.56,129.06,133.65,134.24,132.11,133.07,135.12,137.96,139.96,141.51,147.32,152.37,156.01,158.6,162.98,164.57,164.86,165.2
Mexico,Latin America and the Caribbean,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.1,0.12,0.14,0.17,0.22,0.25,0.28,0.32,0.37,0.42,0.46,0.51,0.6,0.66,0.72,0.83,1,1.16,1.39,1.68,2.08,2.6,3.25,4.16,5.78,6.44,6.74,6.94,7.34,7.63,7.88,8.24,9.06,9.55,10.08,10.68,11.46,11.88,12.2,12.76,13.45,13.81,14.09,14.45,14.91,15.19,15.44,15.69,16,16.24,16.48,16.78,18.4,21.72,23.34,24.95,27.23,29.13,30.47,31.97,34.17,35.34,36.33,37.48,39.4,40.68,42,44.06,46.73,47.95,48.92,50.1,51.66,52.53,53.33,54.56,55.51,56.14,56.52,57.41,58.14,58.82,59.49,60.48,61.31,61.61,61.91,62.88,63.96,64.25,64.88,66.24,66.77,67.15,67.46,68.29,69.24,69.25,69.84,71.12,72.08,72,72.63,73.83,74.88,75.54,76.61,78.4,79.51,80.04,80.54,81.52,83.29,83.21,83.5,84.98,86.17,85.96,86.31,87.95,89.52,89.28,90.27,91.57,92.82,93.26,93.38,94.91,96.67,96.6,97.25,98.88,99.64,99.44,99.79,101.13,102.32,101.98,102.57,104.41,107.42,108.2,109.22,111.3,113.12,113.14,114.59,116.66,117.76,117.91,118.38,120.09,121.76,121.18,122.99,124.31,126.61,128.39,130.13,133,135.81,138.37,141.21,143.65,145.94,146.28,147.74,149.99
Mongolia,Eastern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.18,1.83,2.42,3.7,5.62,7.23,9.6,11.15,13.36,14.35,16.61,18.72,13.11,14.42,17.17,18.37,20.46,22.37,23.41,26.39,28.5,33.19,32.53,32.27,33.92,36.21,34.19,34.02,35.66,38.42,37.38,37.35,40.13,44.19,41.27,40.46,44.03,45.98,43.01,43.47,44.66,45.07,43.92,44.45,45.92,48.27,46.31,46.74,48.8,50.37,51.52,51.98,54.82,58.38,58.29,56.95,58.62,60.73,60.52,60.9,62.31,64.26,66.53,70.87,75.8,85.01,88.58,88.37,89.77,92.65,90.15,90.91,96.44,102.29,99.69,101.58,105.54,106.79,109.49,111.82,118.87,123.2,125.64,128.08,132.36,135.12,137.23,143.09,148.07,152.62,155.38,158.85,161.56,163.24,163.35,162.05,162.75,165.24,164.05,162.91,166.87,170.93,171.75,173.59,178.25,182.01,182.87,186.62,190.63,196.13,198.45,197.82,202.38,203.14,203.39,203.86,207.34,215.36,222,227.82,239.25,250.5,255.05,259.88,268.55,278.25,279.93,281.92
Morocco,Northern Africa,12.55,12.3,12.31,12.58,12.89,12.89,12.96,13.07,13.62,13.38,13.27,13.48,13.66,13.56,14.04,14.7,15.95,16.21,16.49,17.13,17.47,17.59,17.8,18.14,18.64,19.05,19.32,20.02,21.05,21.39,21.93,22.35,23.13,23.47,23.9,24.65,25.35,25.38,25.7,26.65,27.48,27.6,28.3,29.4,30.27,31.11,32.33,33.15,34.73,34.77,35.2,35.53,36.09,36.07,37.26,39.51,40.63,41.06,42.51,43.26,43.74,44.49,45.1,47.08,48.51,48.86,49.23,49.56,49.83,50.25,50.46,50.91,51.37,51.38,51.51,51.98,52.12,52.49,53.63,54.72,56.03,56.24,56.77,58.36,59.02,61.38,62.21,62.95,63.94,65.15,64.63,65.93,66.78,68,68.97,69.36,70.76,71.79,71.65,72.96,75.51,76.66,76.32,76.25,78.36,78.98,77.84,78.66,78.71,78.96,79.07,80.36,81.07,81.6,81.28,81.88,81.37,81.72,82.32,82.64,82.86,83.28,83.26,84.87,83.71,83.88,84.02,84.73,86.4,87.16,85.6,86.59,86.38,86.7,87.71,89,88.15,88.56,88.95,89.35,89.27,89.25,89.25,90.74,91.14,92.54,92.54,94.05,93.55,93.98,94.84,95.83,96.13,98.04,98.72,99.36,99.18,98.72,99.3,98.87,99.3,99.92,99.76,101.02,100.87,100.04,101.36,101.36,101.35,101.42,102.64,103.4,103.74,103.92,104.44,104.41,104.19,103.97,104.59,105.6,105.76,105.94,106.56,106.62,106.8,107.97,108.52,108.52,108.15,108.31,108.74,109.88,110.47,111.14,110.52,110.8,110.21,111.41,111.01,111.63,111.66,111.53,112.04,112.18,111.82,113.27,113.57,115.02,116.29,120.41,122.66,124.52,126.85,128.59,128.7,129.21
Myanmar,South-eastern Asia,0.27,0.29,0.28,0.26,0.27,0.28,0.28,0.28,0.28,0.29,0.31,0.33,0.25,0.25,0.32,0.32,0.32,0.36,0.36,0.38,0.4,0.46,0.5,0.52,0.54,0.56,0.59,0.6,0.57,0.57,0.57,0.56,0.53,0.54,0.54,0.52,0.55,0.56,0.58,0.57,0.56,0.58,0.57,0.55,0.56,0.56,0.57,0.58,0.57,0.59,0.62,0.61,0.6,0.62,0.67,0.64,0.64,0.67,0.67,0.69,0.68,0.71,0.72,0.73,0.71,0.74,0.79,0.85,0.91,0.96,0.99,0.96,0.97,1.05,1.22,1.26,1.29,1.43,1.51,1.49,1.52,1.57,1.74,1.89,2.05,2.17,2.26,2.4,2.53,2.64,2.79,2.88,3.14,3.51,3.74,3.89,4.15,4.25,4.53,4.8,5.15,5.51,5.87,5.67,5.77,6.18,6.65,7.2,7.35,7.68,9.04,9.4,10.55,12.25,13.87,14.04,14.51,14.81,15.31,15.83,15.03,15.17,15.06,14.71,15.03,16.79,19.34,21.47,23.06,26.28,30.52,34.21,36.5,38.86,39.84,40.6,40.01,39.77,41,42.08,42.46,43.31,44.65,47.71,47.4,50.39,55.55,60.4,64.92,69.96,74.99,78.73,87.31,90.18,94.37,94.09,90.31,91.52,94.23,95.27,96.2,99.49,101.12,103.19,104.45,106.54,104.68,104.42,103.91,104.94,107.1,110.3,109.52,111.3,114.08,115.41,115.6,117.73,119.04,120.24,122.64,125.89,132.82,135.94,132.93,137.69,140.45,142.06,143,142.99,144.25,148.18,150.51,151.68,155.95,160.04,160.92,165.74,171.93,174.14,173.82,173.25,175.13,,,,,,,,,,,,,
