Country,region,1970/3,1970/6,1970/9,1970/12,1971/3,1971/6,1971/9,1971/12,1972/3,1972/6,1972/9,1972/12,1973/3,1973/6,1973/9,1973/12,1974/3,1974/6,1974/9,1974/12,1975/3,1975/6,1975/9,1975/12,1976/3,1976/6,1976/9,1976/12,1977/3,1977/6,1977/9,1977/12,1978/3,1978/6,1978/9,1978/12,1979/3,1979/6,1979/9,1979/12,1980/3,1980/6,1980/9,1980/12,1981/3,1981/6,1981/9,1981/12,1982/3,1982/6,1982/9,1982/12,1983/3,1983/6,1983/9,1983/12,1984/3,1984/6,1984/9,1984/12,1985/3,1985/6,1985/9,1985/12,1986/3,1986/6,1986/9,1986/12,1987/3,1987/6,1987/9,1987/12,1988/3,1988/6,1988/9,1988/12,1989/3,1989/6,1989/9,1989/12,1990/3,1990/6,1990/9,1990/12,1991/3,1991/6,1991/9,1991/12,1992/3,1992/6,1992/9,1992/12,1993/3,1993/6,1993/9,1993/12,1994/3,1994/6,1994/9,1994/12,1995/3,1995/6,1995/9,1995/12,1996/3,1996/6,1996/9,1996/12,1997/3,1997/6,1997/9,1997/12,1998/3,1998/6,1998/9,1998/12,1999/3,1999/6,1999/9,1999/12,2000/3,2000/6,2000/9,2000/12,2001/3,2001/6,2001/9,2001/12,2002/3,2002/6,2002/9,2002/12,2003/3,2003/6,2003/9,2003/12,2004/3,2004/6,2004/9,2004/12,2005/3,2005/6,2005/9,2005/12,2006/3,2006/6,2006/9,2006/12,2007/3,2007/6,2007/9,2007/12,2008/3,2008/6,2008/9,2008/12,2009/3,2009/6,2009/9,2009/12,2010/3,2010/6,2010/9,2010/12,2011/3,2011/6,2011/9,2011/12,2012/3,2012/6,2012/9,2012/12,2013/3,2013/6,2013/9,2013/12,2014/3,2014/6,2014/9,2014/12,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12
Brazil,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.04,0.07,0.15,0.31,0.71,1.76,4.81,14.25,21.62,23.11,24.27,25.85,27.35,28.43,29.49,30.4,31.21,31.5,32.16,32.76,33,33.17,33.66,33.98,33.86,33.77,34.43,35.09,35.72,36.6,37.14,37.4,38.43,38.86,39.45,40.02,40.98,41.78,42.46,43.14,44.1,46.22,49.1,50.42,50.82,51.49,52.41,53.18,54.32,55.22,56.32,57.33,57.69,58.58,59.42,59.79,59.9,60.42,61.19,61.76,62.31,62.99,64.03,65.19,66.22,66.91,67.73,68.57,69.13,69.74,71.03,72.07,72.31,73.64,75.36,76.82,77.47,78.57,79.71,80.66,81.53,82.98,84.77,85.96,86.48,87.83,89.69,91.45,92.18,93.55,96.56,99.24,100.96,103.24,106.36,108.32,109.77,110.52,111.56,112.17,112.59,113.63,114.68,115.91,117.54,118.31,119.36,120.92,121.28,122.29,123.93,123.5,124.47,127.49,130.48,133.03,136.47,140.86,144.5,148.89,148.26,149.39,152.21,154.48,155.08,156.42
Brunei Darussalam,South-eastern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,70.44,71.11,71.85,72.23,72.41,72.46,72.55,73.06,73.54,73.91,74.31,,,,,,,,,76.34,76.44,76.54,76.68,,,,,,,,,,,,,83.42,83.73,83.94,84.18,84.44,85.45,86.23,87.41,88.87,91.57,91.55,92.04,92.38,92.33,93.08,93.5,93.97,94.31,94.7,94.67,94,,,,,,,,94.41,94.91,95.43,95.51,95.87,96.13,96.24,94.28,93.55,93.68,93.68,92.75,93.88,93.98,93.42,93.39,94.07,94.6,94.44,94.72,95.71,95.69,95.51,95.64,96.13,95.77,95.57,95.68,96.33,96.47,96.63,97.41,97.97,98.41,98.88,99.66,99.57,99.73,99.77,99.93,100.01,99.99,99.93,100.07,100.15,100.15,100.03,100.22,100.32,100.23,100.14,100.31,100.39,100.38,100.82,100.97,100.08,100.46,100.49,100.69,99.85,99.99,99.95,99.98,99.72,99.6,99.62,99.71,98.32,98.25,98.41,98.65,99.4,99.38,99.57,99.32,99.12,98.72,98.98,99.29,100.5,101.04,100.84,101.42,102.32,102.33,102.72,103.42,105.66,106.3,107.13,106.83,106.7,106.71,106.87,107.16
Bulgaria,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.15,0.18,0.2,0.23,0.28,0.31,0.36,0.43,0.49,0.53,0.6,0.68,0.94,1.07,1.32,1.5,1.58,1.64,1.79,1.93,2.32,3.91,6.27,30.42,42.05,45.97,48.68,50.4,49.72,48.53,49.66,50.49,49.3,51.01,52.62,54.79,54.41,56.37,58.84,59.67,59.65,59.89,61.71,64.54,63.89,62.67,63.82,64.93,64.58,64.59,66.81,69.08,68.93,68.96,69.98,71.72,72.31,72.25,74.62,77.48,78.3,77.07,79.18,81.53,81.96,85.69,89.06,92.36,94.23,96.12,97.3,97.89,98.13,97.09,97.36,98.77,99.79,99.84,101.6,103.82,104.53,103.77,104.76,105.91,106.25,107.88,109.16,109.69,108.58,107.22,107.53,107.08,106.59,106.36,106.84,106.57,107.2,106.32,106.35,105.85,105.21,105.95,106.02,107.6,107.6,107.62,108.92,109.76,110.38,111.41,112.35,113.36,114.06,114.44,115.8,117.46,115.84,115.74,116.29,117.45,118.58,120.16,124.48,129.8,137.09,141.66,145.78,149.9,151.02,152.28,153.48
Burkina Faso,Sub-Saharan Africa,14.85,15.25,15.45,14.54,14.57,15.51,15.68,15.57,14.31,15.13,15.64,14.45,15.01,15.71,16.66,16.68,16.83,18.22,17.44,17.14,19.25,22.19,21.65,19.62,18.75,18.84,19.05,19.12,21.78,26.94,25.22,24.53,25.57,27.5,26.08,27.48,31.05,30.93,30.41,30.22,34.35,34.46,33.94,34.82,33.67,37.49,39.19,37.62,39.05,40.87,42.24,43.65,43.66,45.25,45.21,45.2,45.21,45.63,48.07,49.11,50.12,50.29,51.5,49.09,48.76,49.91,49.33,47.75,47.22,47.19,47.75,48.34,48.7,49.87,49.84,50.21,47.91,49.02,50.17,50.56,49.02,48.54,49.25,49.85,49.93,49.92,51.53,49.53,48.86,49.52,49.48,49.06,48.59,49.24,49.81,50.36,56.14,62.52,64.25,64.95,65,66.55,67.18,67.61,68.47,69.91,72.51,71.69,70.9,72.64,72.54,73.06,73.15,77.65,77.54,75.5,73.71,75.82,75.78,75.26,73.74,75.1,75.07,75.75,77.21,78.94,79.76,78.75,78.5,80.91,81.73,80.37,80.54,82.81,82.27,82.44,79.86,81.33,81.94,83.61,83.05,87.29,88.91,88.46,87.64,89.26,90.36,88.55,86.61,87.95,89.63,90.81,94.26,99.38,102.71,102.66,100.14,99.98,102.14,100.81,99.42,100.05,100.65,99.88,100.38,102.01,103.84,104.8,103.74,105.9,108.73,108.36,106.31,107.73,107.9,107.07,106.02,106.8,107.92,107.16,105.82,107.3,108.96,108.93,106.5,107.84,109.31,109.25,107.98,109.72,111.31,110.32,110.25,112.5,113.86,111.31,108.2,109.19,108.25,107.79,107.93,109.95,111.84,111.89,110.51,113.75,114.96,118.52,121.84,132.03,136.23,133.04,128.75,131.66,133.65,132.98
Burundi,Sub-Saharan Africa,1.67,1.66,1.66,1.67,1.71,1.72,1.72,1.77,1.74,1.79,1.83,1.83,1.83,1.87,1.95,1.98,2,2.12,2.31,2.4,2.44,2.54,2.6,2.64,2.69,2.73,2.76,2.73,2.78,2.79,3.01,3.09,3.31,3.49,3.6,4.05,4.74,4.93,5.03,5.02,4.97,5.02,5.1,5.13,5.38,5.65,5.86,5.79,5.82,6.13,6.05,6.02,6.46,6.57,6.52,6.42,6.96,7.19,7.59,7.95,7.93,7.95,7.45,7.5,7.9,7.71,7.85,7.88,8.18,8.43,8.52,8.43,8.57,8.8,8.85,8.86,9.48,9.79,9.99,9.9,10.22,10.3,10.53,10.86,11.08,11.18,11.47,11.94,11.44,11.63,11.59,11.85,12.4,12.7,12.45,13.46,13.71,14.3,15.2,15.37,16.3,17.35,17.97,18.26,19.96,20.74,22.8,24.85,26.52,28.62,29.24,31.46,33.15,33.35,31.82,32,31.52,32.7,34.02,36.59,40.56,41.33,42.36,43.52,45.39,46.6,45.65,45.73,44.55,44.88,44.7,46.73,48.84,49.78,49.84,51.67,51.83,53.38,53.96,57.32,61.75,61.97,62.29,59.16,61.16,64.33,62.66,63.75,66.04,65.66,68.55,72.84,77.85,83.76,87.01,91.13,93.08,92.37,93.82,96.34,98.19,100.33,100.57,100.91,103.26,107.96,111.22,115.93,126.7,131.3,128.87,131.12,136.76,139.81,140.67,141.85,143.87,145.18,147.44,147.24,148.31,155.98,155.46,156.33,156.85,160.78,164.56,168.15,185.28,189.32,188.05,192.08,186.44,186.88,182,178.17,179.76,181.62,181.4,185.67,191.69,196.68,193.45,199.96,204.34,210.97,213.21,218.96,230.08,247,255.54,274.21,298.9,319.44,324.8,334.93
Cabo Verde,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,33.29,33.59,33.29,32.7,33.59,36.56,36.56,37.75,37.45,38.64,40.72,37.75,39.24,41.32,42.21,41.91,41.61,41.32,42.21,42.71,42.83,44.05,45.06,45.74,47.71,49.43,50.38,50.35,50.92,53.83,56.62,53.65,54.54,54.54,55.59,55.84,56.99,59.98,58.15,58.12,59.37,60.59,60.85,63.02,63.69,67,65.17,65.24,68.86,69.95,70.26,72.6,74.21,76.14,74.84,75.51,76.35,78.48,80.55,81.22,80.56,82.13,80.51,78.44,78.52,79.84,79.59,78.6,81.45,83.85,83.08,81.91,82.81,83.77,84.66,84.99,84.42,84.55,83.15,82.43,82.42,83.03,82.84,81.93,81.88,84.24,83.97,84.51,86.84,88.15,88.54,89.93,90.39,91.29,91.78,93.5,96.05,99.02,99.44,98.5,97.23,98.17,97.96,98.65,99.5,100.83,101.01,102.41,104.74,105.59,105.16,104.94,106.34,108.01,109.22,108.51,108.1,109.1,109.26,108.89,107.91,108.3,108.83,108.82,108.22,108.74,108.72,107.51,106.68,106.49,107.71,107.68,107.55,108.17,108.34,108.7,108.93,109.64,109.9,109.64,110.43,110.81,111.12,111.54,110.93,111.24,110.96,110.96,112.12,113.74,116.14,118.84,120.97,123.73,125.35,126.87,125.88,127.08,
Cameroon,Sub-Saharan Africa,7.75,7.91,7.95,7.91,8.1,8.08,8.2,8.4,8.57,8.8,8.99,9.07,9.38,9.34,10.06,10.32,10.75,11.11,11.72,12.27,12.8,12.88,12.9,13.48,14,14.13,14.27,14.83,15.69,16.24,16.66,17.05,17.92,18.29,18.64,18.98,19.56,19.2,19.52,20.41,20.93,21.36,21.61,22.3,23.02,23.2,23.78,25.45,26.29,26.72,27.06,28.04,29.66,31.32,31.86,33.24,34.75,35.48,34.41,35.78,36.6,37.04,38.7,40.02,40.12,40.41,41.14,42.53,45.19,47.96,46.11,46.52,47,47.29,47.18,47.44,46.53,47.44,46.55,45.23,46.88,47.16,46.98,46.78,46.29,46.51,47.43,47.69,47.55,47.4,46.21,46.72,45.2,44.87,46,45.79,54.33,59.6,64.38,67.37,65.74,66.75,66.98,68.5,68.77,69.52,70.24,69.94,71.28,73.44,73.87,73.23,73.77,75.2,75.53,76.55,76.08,77.07,76.97,76.57,76.66,77.39,78.28,78.12,79.27,80.39,82.38,82.14,82.74,83.01,83.72,83.89,83.81,83.63,83.91,84.09,83.53,83.52,84.06,85.13,84.72,84.97,85.91,87.4,88.54,90.39,91.58,90.04,89.87,90.36,91.01,92.63,94.7,94.63,96.26,97.7,98.44,99.14,98.64,98.74,99.14,99.25,100.17,101.44,102,102.06,103.43,104.27,104.46,105.34,106.21,107.01,107.17,107.37,108.05,109.11,108.56,108.43,111,111.72,111.72,112.68,113.45,113.62,113.38,113.86,114.14,114.04,113.88,114.5,114.93,115.02,114.83,115.41,115.93,117.06,117.41,118.34,118.96,119.89,120.44,121.23,121.92,122.57,122.75,123.78,124.85,125.84,128.15,130.97,133.56,135.59,138.36,141.43,143.37,144.11
Canada,Northern America,15.96,16.04,16.17,16.09,16.17,16.38,16.67,16.78,16.99,17.15,17.51,17.65,17.96,18.36,18.91,19.25,19.7,20.38,20.99,21.6,21.99,22.52,23.26,23.73,24.07,24.41,24.78,25.13,25.65,26.31,26.86,27.42,27.97,28.63,29.34,29.84,30.47,31.31,31.92,32.66,33.37,34.29,35.26,36.24,37.48,38.58,39.74,40.72,41.74,43.03,43.96,44.64,44.96,45.56,46.3,46.72,47.27,47.67,48.06,48.43,48.99,49.57,50.04,50.43,51.09,51.51,52.12,52.65,53.15,53.91,54.49,54.86,55.33,56.04,56.65,57.1,57.81,58.81,59.65,60.07,60.94,61.52,62.13,63.05,64.87,65.34,65.74,65.63,65.89,66.24,66.53,66.82,67.29,67.42,67.69,68.03,67.66,67.42,67.79,68,68.69,69.24,69.37,69.4,69.69,70.24,70.35,70.77,71.16,71.37,71.56,71.5,71.9,72.08,72.16,72.29,72.45,73.24,73.74,74.01,74.37,75.03,75.74,76.27,76.43,77.72,77.8,77.09,77.61,78.77,79.62,80.01,81.09,80.96,81.27,81.41,81.83,82.75,82.91,83.28,83.57,84.33,85.07,85.12,85.54,86.49,86.54,86.28,87.1,88.39,88.39,88.36,88.65,90.47,91.41,90.04,89.76,90.52,90.62,90.76,91.2,91.78,92.28,92.81,93.57,94.86,95.05,95.31,95.76,96.37,96.21,96.21,96.63,97.1,97.31,97.1,97.97,99.26,99.34,98.97,99.03,100.16,100.53,100.29,100.55,101.71,101.76,101.69,102.48,103.06,103.16,103.5,104.58,105.43,105.93,105.61,106.27,107.69,107.98,107.82,108.19,107.72,108.27,108.66,109.74,111.32,112.67,113.8,116.14,119.73,120.73,121.39,122.12,123.94,125.18,125.28
Central African Republic,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.31,36.39,38.05,37.33,39.54,41.85,42.07,43.18,45.77,48.72,48.07,48.42,48.11,47.89,49.01,50.83,52.18,54.11,55.25,54.72,56.55,56.15,55.05,53.36,53.24,50.7,51.35,50.38,49.46,49.62,48.98,49.45,49.89,50.5,49.34,49.14,49.45,50.24,50.29,48.86,48.71,47.66,48.55,48.43,48.34,47.65,47.8,47.56,47.73,46.17,46.06,45.81,48.9,56.4,61.99,64.14,69.26,68.8,68.38,69.4,70.44,70.72,73.06,71.88,72.63,73.41,72.46,72.22,70.7,71.68,72.23,70.63,70.14,69.73,71.91,69.42,70.02,72.19,74.37,73.63,73.82,75.09,76.25,76.17,75.43,75.44,77.13,80.36,82.04,81.17,78.88,79.02,77.37,78.05,79.02,80.04,80.54,80.5,81.28,81.23,83.82,86.49,85.98,88.84,87.13,86.31,87.08,87.93,89.84,93.91,97.36,99.6,99.23,98.94,97.47,98.48,98.78,98.56,100.45,102.21,101.35,100.58,100.36,102.48,107.47,105.52,105.9,108.06,110.46,112.92,115.43,117.99,124.96,127.55,137.33,135.01,129.99,129.02,132.76,140.44,144.6,137.08,137.59,139.26,141.69,145.49,147.25,147.44,146.06,146.91,147,151.29,153.18,152.38,151.3,150.27,152.72,155.37,155.4,154.03,160.71,163.51,160.58,159.03,163.9,174.1,170.58,171.19,176.85,175.12,173.23,174.81
Chad,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08,39.76,,,45.66,47.95,46.71,48.58,48.1,49.51,46.69,42.27,42.35,42.33,40.75,38.42,39.99,42.61,35.77,45.07,42.8,48.83,45.39,43.33,42.8,44.01,45.21,42.32,42.7,43.95,45.11,43.49,45.97,45.87,44.3,44.13,43.55,44.29,42.06,39.65,38.74,40.83,40.14,47.1,58.67,60.95,59.15,60.06,60.09,63.04,63.53,62.78,68.71,72.36,70.82,69.57,73.54,75.07,71.79,71.08,75.27,81.53,74.45,67.8,69.09,71.77,69.4,68.46,69.7,73.46,77.08,78.71,82.73,84.22,78.93,78.69,84.72,89.42,88.61,84.76,84.64,86.16,79.9,77.21,78.07,79.54,82.66,82.74,85.5,89.85,84.44,84.82,94.9,100.46,89.89,82.96,83.53,85.36,85,88.06,91.71,96.65,95.13,101.91,101.9,104.79,99.92,97.91,99.42,103.31,99.36,95.89,100.44,106.19,105.6,107.14,107.28,114.61,109.75,108.82,109.53,110.43,111,109.79,110.75,112.88,113.74,113.44,114.4,119.36,119.54,115.74,115.41,117.87,114.03,111.83,113.39,115.74,114.96,113.17,120.1,121.33,120.81,116.45,118.54,118.13,117.68,119.84,123.53,125.65,122.78,120.14,122.34,123.64,121.89,123.16,128.11,132.29,132.7,134.19,142.48,,
Chile,Latin America and the Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.04,0.06,0.09,0.13,0.22,0.31,0.39,0.52,0.73,0.93,1.11,1.3,1.5,1.67,1.84,1.98,2.13,2.29,2.44,2.58,2.78,3.08,3.36,3.58,3.85,4.1,4.41,4.6,4.73,4.84,4.92,4.95,4.94,5.24,5.85,6.11,6.46,6.86,7.27,7.39,7.72,7.97,8.91,9.52,10.24,10.8,11.25,11.84,12.28,12.65,13.19,13.89,14.63,15.26,16.12,16.52,16.96,17.23,17.98,18.66,19.46,20.46,21.81,23.03,24.25,25.9,28.14,28.58,30.01,31.57,33.23,33.91,34.77,36.06,37.68,38.11,39.29,40.72,42.44,43.2,44.28,45.32,46.13,46.86,47.72,49.08,50,50.54,51.74,52.41,53.23,54.05,54.62,55.4,56.58,57.08,57.57,58.21,59.08,59.26,59.82,60.07,60.53,61.15,61.99,62.45,63.3,63.6,64.23,64.72,65.23,65.16,65.64,66.25,67.15,67.62,68.08,68.06,67.86,67.62,68.4,69.06,69.4,69.17,70.29,71.35,72.05,71.98,72.97,73.84,73.67,73.92,75.06,77.38,79,79.84,81.73,84.6,85.8,83.7,83.2,83.03,83.2,83.49,84.2,84.9,85.25,85.92,86.98,87.55,88.68,89.48,89.67,89.86,90.61,90.8,90.81,91.75,92.7,93.91,95.4,96.24,97.77,98.02,99.39,100.81,101.78,102.57,103.58,104.34,104.66,105.4,105.96,106.07,106.77,107.51,108.25,109.06,109.73,109.98,111.09,111.74,112.83,114.04,114.35,114.74,116.09,117.41,118.46,120.34,123.79,127.16,132.1,136.77,139.85,142.15,143.63,144.47,146.27
China,Eastern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.06,25.91,25.54,26.47,27.47,27.82,27.55,28.65,30.31,31.79,33.92,36.46,38.69,39.65,39.1,39.2,40.25,40.57,39.95,40.65,41,41.83,41.83,42.51,43.2,44.14,44.41,46.04,47.99,50.55,51.57,54.07,58.66,61.61,64.84,68.6,71.91,73.76,74.41,76.24,78.65,80.45,80.31,81.55,82.71,82.81,82.02,82.36,82.95,82.09,80.84,81.46,81.76,80.31,79.9,80.78,81.85,80.39,80.11,81.53,82.39,81.65,80.75,81.42,81.91,80.84,80.14,80.94,82.29,81.33,80.78,83.07,84.56,84.85,84.96,85.63,86.89,86.27,86.07,86.81,88.12,87.7,87.44,88.49,90.54,90.87,92.85,94.44,97.87,98.01,97.78,96.87,97.25,96.51,96.54,97.38,99.27,99.13,99.69,101.9,104.45,105.04,106.11,106.61,108.35,107.95,108.13,108.85,111.02,110.53,111.08,112.01,113.5,112.89,113.2,113.58,114.81,114.42,115.23,115.23,117.22,116.84,117.11,117.72,118.91,118.6,118.98,119.86,121.43,120.63,121.7,122.47,123.66,123.85,125.19,127.64,129.79,127.22,127.64,127.79,129.64,128.83,128.92,130.07,131.14,131.74,132.34,132.46,132.76,131.87,132.25,132.04
Colombia,Latin America and the Caribbean,0.13,0.14,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.18,0.19,0.21,0.22,0.23,0.24,0.26,0.26,0.28,0.3,0.32,0.33,0.33,0.35,0.38,0.4,0.42,0.45,0.52,0.55,0.55,0.57,0.6,0.62,0.64,0.69,0.74,0.78,0.82,0.87,0.94,0.98,1.03,1.11,1.19,1.26,1.31,1.39,1.49,1.57,1.63,1.69,1.81,1.85,1.91,1.98,2.08,2.15,2.23,2.4,2.64,2.69,2.75,2.96,3.09,3.11,3.29,3.56,3.78,3.91,4.1,4.47,4.88,5.07,5.25,5.68,6.08,6.35,6.65,7.22,7.8,8.21,8.74,9.5,10.24,10.75,11.19,12.09,13.06,13.73,14.07,15.06,15.96,16.61,17.2,18.53,19.73,20.34,21.04,22.43,23.95,24.64,25.26,27.01,28.69,29.84,30.77,32.34,34.03,35.19,36.23,38.28,41.08,41.88,42.29,44.14,45.2,45.7,46.26,48.1,49.67,49.9,50.36,52,53.6,53.91,54.29,55.46,56.77,57.16,57.99,59.57,61.08,61.24,61.7,63.28,64.53,64.93,65.24,66.6,67.73,68.14,68.55,69.45,70.46,71.23,71.52,73.09,74.81,75.02,75.4,77.54,79.62,80.77,81.26,82.66,83.42,83.36,83.18,84.32,85.17,85.25,85.43,87.06,87.75,88.22,88.76,90.1,90.69,90.93,91.21,91.83,92.56,92.98,92.89,93.95,95.17,95.7,96.17,97.94,99.43,100.34,102.28,105.46,107.63,108.47,108.49,110.85,112.3,112.54,112.92,114.61,115.85,116.08,116.6,118.2,119.71,120.47,121.07,122.61,123.12,122.81,123.03,124.52,126.76,128.1,129.37,134.27,138.59,141.97,145.71,152.12,155.82,158.16,160.23
Costa Rica,Latin America and the Caribbean,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.35,,,,,,,,0.52,0.55,0.58,0.61,0.63,0.61,0.61,0.62,0.62,0.63,0.64,0.65,0.65,0.66,0.68,0.69,0.7,0.71,0.73,0.75,0.79,0.83,0.86,0.89,0.93,1.01,1.11,1.24,1.45,1.78,2.06,2.52,2.77,2.93,3.06,3.04,3.1,3.21,3.33,3.44,3.61,3.81,3.85,3.94,4.03,4.12,4.24,4.5,4.62,4.85,5.06,5.15,5.36,5.74,6.03,6.24,6.66,6.94,7.05,7.27,7.49,7.85,8.25,8.78,9.35,10.08,10.75,11.36,11.85,12.75,13.33,13.63,13.93,14.2,14.56,14.92,15.2,15.67,16.26,16.98,17.94,19.41,19.93,20.81,22.2,23.03,23.74,24.6,25.41,26.41,27.18,27.77,28.24,29.31,30.08,31.21,31.78,32.78,33.15,33.83,34.91,36.38,36.74,37.76,38.54,40.02,41.36,42.09,42.78,43.94,44.59,45.95,47,48.07,49.15,50.01,51.41,53.5,54.82,56.56,58.21,60.67,62.48,64.33,66.4,68.43,69.96,71.8,72.81,74.6,76.41,78.21,80.27,82.8,85.5,90.03,92.7,93.45,93.88,95.26,95.98,98.68,99.54,100.3,101.48,103.28,104.42,105.52,106.29,107.57,109.42,109.97,111.41,114.19,115.52,116.02,115.58,117.66,120.32,122.16,122.01,121.95,121.85,121.37,120.85,121.43,120.94,121.96,121.6,122.77,122.99,123.47,124.6,125.73,125.67,126.16,127.24,127.67,128.53,129.64,129.55,129.91,129.3,129.67,130.23,130.71,131.23,131.94,134.21,136.89,142.57,146.88,145.44,144.93,143.63,143.05,143.17
Croatia,Southern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.04,0.09,0.1,0.11,0.13,0.15,0.19,0.23,0.38,0.62,0.97,1.68,3.75,7.83,15.19,32.07,56.77,57.51,57.78,58.08,58.35,59.71,60.77,59.57,61.03,62.4,62.92,62.8,63.42,64.81,65.65,65.31,66.16,68.71,69.87,69.84,70.27,71.47,72.47,72.91,73.04,74.23,75.45,76.56,77.02,77.67,79.21,78.92,78.92,79.81,80.14,79.74,80.28,81.21,81.32,81.39,81.71,82.68,83.18,82.86,83.61,85.25,85.68,85.58,86.83,88.19,88.98,88.37,88.76,89.62,90.91,90.91,93.13,94.92,96.85,97.67,97.28,98.53,99.64,98.85,98.89,99.39,100.32,99.93,100.36,101.65,102.61,101.97,102.86,103.15,106.16,106.16,107.59,107.91,108.59,108.05,107.87,107.59,108.16,107.84,107.91,107.12,108.16,107.16,107.05,105.76,106.3,105.76,106.84,106.91,107.44,106.84,108.27,107.95,109.48,108.84,109.63,108.55,110.27,109.81,110.63,110.02,109.95,109.7,110.27,110.45,112.24,113.03,115.46,117.57,124.34,127.13,130.78,131.42,134.4,136.36,137.33
Cyprus,Western Asia,15.31,15.38,15.71,15.82,15.95,16.09,16.16,16.6,16.97,16.79,16.87,17.3,17.8,17.99,18.35,19.09,20.45,21.18,21.36,22.11,22.48,22.3,21.86,22.4,22.82,23.18,22.95,23.44,24.14,24.57,25.01,25.53,26.08,26.41,26.62,27.51,28.23,28.51,29.46,30.5,31.69,32.78,33.55,34.47,35.48,36.18,37.06,38.01,38.53,38.95,38.86,39.81,40.63,41.03,40.81,41.58,42.4,43.2,43.61,44.66,45.3,45.44,45.6,46.29,46.3,45.64,45.92,46.98,46.92,47.44,47.6,48.05,48.69,49.05,48.65,50.14,50.86,50.52,50.68,51.87,52.16,53.48,53.13,54.33,55.04,55.66,55.39,57.75,58.83,59.26,59.74,61.21,61.34,62.04,62.48,64.13,63.54,64.91,65.55,67.73,66.2,67.01,66.86,68.51,68.05,69.1,69.14,70.29,70.29,71.47,71.68,73.1,71.85,73.18,73.78,74.12,73.21,74.02,74.41,76.06,76.39,77.43,77.44,78.79,77.73,79.1,78.69,80.65,79.74,80.95,81.45,82.88,83.59,84.92,84.14,85.82,84.73,86.27,86.62,88.59,87.16,88.35,88.63,90.93,89.47,91.04,90.62,92.12,90.84,92.81,92.9,95.32,95.07,97.47,97.97,98.74,95.97,97.97,96.98,99.59,98.43,99.92,100.01,101.64,101.2,103.7,102.99,105.27,104.43,106.4,105.52,106.69,106,106.07,104.71,104.55,103.27,104.61,103.94,103.82,101.68,102.34,101.11,101.78,99.41,100.11,100.53,101.05,100.77,101.36,100.12,100.99,100.25,102.52,102.8,103.45,101.79,102.92,102.15,103.19,102.88,101.31,100.9,102.33,101.44,103.73,105.33,106.9,107.9,113.25,115.32,115.97,114.93,116.48,118.45,118.61
